	name	genus	species	Size	#_contigs	Contig_N50	Longest_contig	Completness	Contamination	CheckMStatus	RNAPass	MIMAG	SLCID	eigen_index	eigen_weight	SLCCat
787	SPMP11_bin.61	CAG-1427	CAG-1427 sp900538545	1550680.0	3.0	1380436.0	1380436.0	62.1	0.12	MEDIUM	False	MEDIUM	168	9	0.3000229881273219	Uncultivated
788	SPMP11_bin.62	Clostridium_Q	Clostridium_Q sp003024715	2160846.0	108.0	35035.0	88294.0	71.37	0.95	MEDIUM	False	MEDIUM	125	22	0.1792963543277387	Isolate
789	SPMP11_bin.63	Agathobaculum	Agathobaculum butyriciproducens	2673402.0	28.0	146955.0	531448.0	95.84	0.67	HIGH	True	HIGH	22	30	0.1281321492426087	Isolate
790	SPMP11_bin.67	Prevotella	Prevotella copri	2903763.0	24.0	196266.0	375104.0	91.19	0.68	HIGH	True	HIGH	566	2	0.2141535782759219	Isolate
791	SPMP11_bin.7	Ruminococcus_A	Ruminococcus_A sp003011855	2959631.0	12.0	327632.0	849922.0	95.68	0.0	HIGH	True	HIGH	314	21	0.1666097515140041	Isolate
792	SPMP11_bin.70	CAG-127	CAG-127 sp900319515	2584252.0	13.0	548299.0	931146.0	97.97	0.0	HIGH	True	HIGH	91	3	0.277755094857792	Uncultivated
793	SPMP11_bin.73	Alistipes	Alistipes onderdonkii	2636401.0	142.0	35500.0	100354.0	70.48	0.0	MEDIUM	False	MEDIUM	272	7	0.2883696858319097	Isolate
794	SPMP11_bin.78	Blautia_A	Blautia_A sp900066165	2561487.0	41.0	184404.0	345909.0	80.45	3.38	MEDIUM	False	MEDIUM	35	31	0.1372570084883099	Uncultivated
795	SPMP11_bin.79	Phocaeicola	Phocaeicola vulgatus	4585537.0	32.0	438433.0	843374.0	97.18	0.56	HIGH	True	HIGH	33	3	0.1396582519796986	Isolate
796	SPMP11_bin.80	Ruminococcus_E	Ruminococcus_E bromii_B	2180726.0	5.0	1258666.0	1258666.0	99.16	3.02	HIGH	True	HIGH	94	12	0.1670398924341023	Isolate
797	SPMP11_bin.88	Raoultibacter	Raoultibacter timonensis	3884719.0	42.0	409299.0	597496.0	94.87	0.27	HIGH	True	HIGH	353	0		Isolate
798	SPMP11_bin.89	Lachnospira	Lachnospira eligens_B	2789272.0	21.0	178883.0	590978.0	96.2	0.67	HIGH	True	HIGH	29	18	0.1746873902565815	Isolate
799	SPMP11_bin.9	CAG-81	CAG-81 sp900541255	3192337.0	74.0	59667.0	169346.0	87.95	0.32	MEDIUM	False	MEDIUM	468	0		Uncultivated
800	SPMP11_bin.91	TF01-11	TF01-11 sp003149875	2117853.0	71.0	54264.0	124917.0	54.97	0.0	MEDIUM	False	MEDIUM	189	3	0.4979963795503277	Uncultivated
801	SPMP11_bin.95	Faecalibacterium	Faecalibacterium prausnitzii_J	1900634.0	31.0	135571.0	330697.0	77.87	1.31	MEDIUM	True	MEDIUM	9	1	0.7071067811865475	Isolate
802	SPMP12_bin.16	Blautia_A	Blautia_A massiliensis	2857388.0	14.0	364619.0	519517.0	94.3	1.9	HIGH	True	HIGH	50	1	0.1438234141695238	Isolate
803	SPMP12_bin.17	Barnesiella	Barnesiella intestinihominis	2198786.0	142.0	22419.0	84207.0	52.14	0.38	MEDIUM	False	MEDIUM	179	9	0.3137628179555021	Isolate
804	SPMP12_bin.19	Collinsella	Collinsella aerofaciens_H	2373902.0	21.0	238181.0	409589.0	98.92	0.81	HIGH	True	HIGH	614	0		Uncultivated
805	SPMP12_bin.2	Gemmiger	Gemmiger formicilis	2650997.0	10.0	347915.0	669046.0	94.56	0.0	HIGH	True	HIGH	338	14	0.1365213578572493	Isolate
806	SPMP12_bin.22	Dorea	Dorea longicatena	2695467.0	11.0	461679.0	592065.0	98.54	0.0	HIGH	True	HIGH	79	9	0.1649158980689159	Isolate
807	SPMP12_bin.26	Agathobacter	Agathobacter faecis	3390306.0	14.0	348319.0	734531.0	99.21	3.69	HIGH	False	MEDIUM	309	1	0.1274468019171391	Isolate
808	SPMP12_bin.3	CAG-180	CAG-180 sp000432435	1764628.0	12.0	216522.0	329750.0	84.23	0.34	MEDIUM	True	MEDIUM	364	5	0.2509557022765352	Uncultivated
809	SPMP12_bin.33	Olsenella_E	Olsenella_E sp900119915	1774363.0	120.0	32902.0	81523.0	85.97	0.0	MEDIUM	False	MEDIUM	677	0		Isolate
810	SPMP12_bin.35	Megasphaera_B	Megasphaera_B sp900549385	1745929.0	16.0	156662.0	296301.0	86.68	0.6	MEDIUM	True	MEDIUM	183	3	0.4997053693126315	Uncultivated
811	SPMP12_bin.36	Anaerostipes		3156897.0	27.0	369092.0	750933.0	94.07	3.36	HIGH	True	HIGH	457	0		Novel
812	SPMP12_bin.38	Flavonifractor	Flavonifractor plautii	2752651.0	159.0	29924.0	113974.0	75.76	3.38	MEDIUM	False	MEDIUM	215	14	0.2128794946764802	Isolate
813	SPMP12_bin.39	Gemmiger	Gemmiger sp900539695	2223112.0	44.0	118254.0	218221.0	82.47	1.36	MEDIUM	True	MEDIUM	148	3	0.3019426550284445	Uncultivated
814	SPMP12_bin.43	Bifidobacterium	Bifidobacterium longum	2180060.0	12.0	543431.0	653185.0	99.08	2.07	HIGH	False	MEDIUM	284	11	0.1088321898292434	Isolate
815	SPMP12_bin.45	Gemmiger	Gemmiger qucibialis	2887259.0	16.0	261010.0	410734.0	96.98	0.68	HIGH	True	HIGH	207	25	0.1544432661376802	Uncultivated
816	SPMP12_bin.46	Bacteroides	Bacteroides stercoris	3151766.0	21.0	449794.0	786137.0	89.17	0.37	MEDIUM	False	MEDIUM	253	3	0.2241941206531084	Isolate
817	SPMP12_bin.48	Blautia_A	Blautia_A sp900066165	3587153.0	245.0	25863.0	117351.0	58.18	6.01	MEDIUM	False	MEDIUM	35	52	0.1352086047558727	Uncultivated
818	SPMP12_bin.5	Bifidobacterium	Bifidobacterium bifidum	2155879.0	2.0	1925015.0	1925015.0	99.19	0.46	HIGH	False	MEDIUM	263	6	0.1603222948664101	Isolate
819	SPMP12_bin.54	Ruminococcus_E	Ruminococcus_E sp003526955	1587674.0	16.0	238970.0	325859.0	68.97	0.86	MEDIUM	True	MEDIUM	116	7	0.3155949296283189	Uncultivated
820	SPMP12_bin.57	Evtepia	Evtepia sp900546255	2176882.0	26.0	178796.0	417770.0	78.52	0.67	MEDIUM	True	MEDIUM	85	1	0.3022490509957823	Uncultivated
821	SPMP12_bin.59	Bacteroides	Bacteroides uniformis	4226071.0	33.0	322874.0	758120.0	92.99	2.54	HIGH	True	HIGH	250	20	0.1364004280605741	Isolate
822	SPMP12_bin.6	Anaerobutyricum	Anaerobutyricum hallii	3142365.0	11.0	346001.0	741186.0	99.66	1.5	HIGH	True	HIGH	97	27	0.1492044372076113	Isolate
823	SPMP12_bin.66	Acutalibacter	Acutalibacter sp900543555	2708104.0	70.0	66415.0	153871.0	82.69	0.45	MEDIUM	True	MEDIUM	67	3	0.4472025014968526	Uncultivated
824	SPMP12_bin.75	Ruminococcus_D	Ruminococcus_D bicirculans	2218203.0	120.0	28883.0	112763.0	75.22	0.68	MEDIUM	False	MEDIUM	291	32	0.1615890012582023	Isolate
825	SPMP12_bin.76	Bifidobacterium	Bifidobacterium adolescentis	2217376.0	2.0	2113740.0	2113740.0	97.98	0.0	HIGH	True	HIGH	280	10	0.1255237806386179	Isolate
826	SPMP12_bin.77	Olsenella_B		2459666.0	3.0	1054172.0	1227766.0	99.73	0.0	HIGH	True	HIGH	167	11	0.256694004955788	Isolate
827	SPMP12_bin.79	Dorea	Dorea formicigenerans	2593676.0	131.0	39311.0	149388.0	65.31	4.19	MEDIUM	False	MEDIUM	49	5	0.2671313907667658	Isolate
828	SPMP12_bin.8	Dialister	Dialister sp900343095	845477.0	2.0	455698.0	455698.0	56.9	0.0	MEDIUM	False	MEDIUM	609	10	0.1895246156324975	Isolate
829	SPMP12_bin.80	Sellimonas	Sellimonas intestinalis	2903133.0	14.0	244429.0	589363.0	97.66	0.58	HIGH	False	MEDIUM	348	2	0.2514021475194262	Isolate
830	SPMP12_bin.81	Fusicatenibacter	Fusicatenibacter saccharivorans	2069665.0	9.0	332822.0	556449.0	67.72	1.27	MEDIUM	True	MEDIUM	506	67	0.1104537552289849	Isolate
831	SPMP12_bin.82	Holdemanella	Holdemanella biformis	2497594.0	5.0	685953.0	979205.0	98.11	1.52	HIGH	True	HIGH	75	0	0.302716784127033	Isolate
832	SPMP12_bin.84	CAG-41	CAG-41 sp900066215	1402569.0	16.0	166601.0	373657.0	59.65	0.88	MEDIUM	False	MEDIUM	90	52	0.1340250780158498	Uncultivated
833	SPMP12_bin.86	Acidaminococcus	Acidaminococcus intestini	2129581.0	9.0	317287.0	553730.0	98.75	0.0	HIGH	True	HIGH	321	5	0.1770252181964311	Isolate
834	SPMP12_bin.87	Faecalibacterium	Faecalibacterium prausnitzii_C	1728783.0	5.0	345829.0	802384.0	62.59	1.27	MEDIUM	True	MEDIUM	54	35	0.1552889697548767	Isolate
835	SPMP12_bin.9	CAG-83	CAG-83 sp000431575	1902167.0	64.0	53163.0	146600.0	70.2	1.68	MEDIUM	False	MEDIUM	107	11	0.2424544002722058	Uncultivated
836	SPMP12_bin.94	KLE1615	KLE1615 sp900066985	3595257.0	42.0	165543.0	330280.0	77.19	0.0	MEDIUM	False	MEDIUM	10	22	0.1389595660337143	Uncultivated
837	SPMP12_bin.95	Alistipes	Alistipes putredinis	2384396.0	4.0	1239309.0	1239309.0	98.32	0.96	HIGH	True	HIGH	452	15	0.1584215894594589	Isolate
838	SPMP12_bin.96	Agathobaculum	Agathobaculum butyriciproducens	2489312.0	9.0	471175.0	787895.0	97.99	0.67	HIGH	True	HIGH	22	10	0.1286541939068799	Isolate
839	SPMP12_bin.97	Lachnospira	Lachnospira eligens_B	2586574.0	111.0	41675.0	119218.0	87.4	1.9	MEDIUM	False	MEDIUM	29	16	0.1747271641292637	Isolate
840	SPMP12_bin.99	Parabacteroides	Parabacteroides merdae	3791373.0	90.0	67634.0	149802.0	87.69	2.5	MEDIUM	False	MEDIUM	258	12	0.2042812622322249	Isolate
841	SPMP13_bin.102	Alistipes_A	Alistipes_A ihumii	2489369.0	37.0	120559.0	862963.0	91.16	0.0	HIGH	True	HIGH	306	2	0.5771134459535836	Isolate
842	SPMP13_bin.103	CAG-1427	CAG-1427 sp900538545	1536555.0	77.0	30939.0	96603.0	73.61	0.38	MEDIUM	False	MEDIUM	168	8	0.300450922519014	Uncultivated
843	SPMP13_bin.104	Parabacteroides	Parabacteroides merdae	3659457.0	244.0	24512.0	163025.0	56.9	0.0	MEDIUM	False	MEDIUM	258	22	0.2024918364701102	Isolate
844	SPMP13_bin.106	Agathobacter	Agathobacter rectalis	2892459.0	39.0	142762.0	295604.0	97.34	1.26	HIGH	True	HIGH	101	41	0.1288440971473378	Isolate
845	SPMP13_bin.108	Faecalibacterium	Faecalibacterium prausnitzii	2231721.0	34.0	104292.0	300690.0	93.95	2.38	HIGH	True	HIGH	20	11	0.189569494261119	Isolate
846	SPMP13_bin.11	Mediterraneibacter	Mediterraneibacter torques	2593569.0	19.0	232924.0	913991.0	94.83	0.58	HIGH	False	MEDIUM	210	8	0.1832074478121339	Isolate
847	SPMP13_bin.112	CAG-103	CAG-103 sp000432375	1835064.0	65.0	50409.0	166754.0	85.17	0.67	MEDIUM	False	MEDIUM	578	19	0.2129246752370646	Uncultivated
848	SPMP13_bin.113	Eisenbergiella	Eisenbergiella tayi	7280034.0	92.0	143596.0	367378.0	88.29	4.31	MEDIUM	False	MEDIUM	384	0		Isolate
849	SPMP13_bin.115	Dorea	Dorea longicatena	2538232.0	30.0	144219.0	419832.0	96.2	1.95	HIGH	False	MEDIUM	79	6	0.164964309420031	Isolate
850	SPMP13_bin.122	Alistipes	Alistipes putredinis	2222380.0	13.0	187466.0	397647.0	98.38	1.2	HIGH	True	HIGH	452	2	0.1587886619836742	Isolate
851	SPMP13_bin.123	Bifidobacterium	Bifidobacterium adolescentis	2141236.0	1.0	2141236.0	2141236.0	98.62	0.68	HIGH	True	HIGH	280	8	0.1255637767047683	Isolate
852	SPMP13_bin.16	PeH17	PeH17 sp000435055	1977576.0	14.0	173841.0	435979.0	93.27	1.34	HIGH	True	HIGH	99	0	0.4097657170889498	Uncultivated
853	SPMP13_bin.17	Eubacterium_R	Eubacterium_R sp000436835	1625872.0	8.0	547317.0	694440.0	83.39	0.34	MEDIUM	True	MEDIUM	216	13	0.2133628947764129	Uncultivated
854	SPMP13_bin.18	UBA738	UBA738 sp003522945	1478073.0	176.0	11305.0	36980.0	53.43	0.67	MEDIUM	False	MEDIUM	145	6	0.3760826086121812	Uncultivated
855	SPMP13_bin.2	CAG-177	CAG-177 sp003514385	2290376.0	20.0	263163.0	628852.0	95.87	0.0	HIGH	True	HIGH	142	4	0.2194350456200747	Uncultivated
856	SPMP13_bin.24	Bifidobacterium	Bifidobacterium breve	2227350.0	37.0	114871.0	325332.0	93.33	1.04	HIGH	False	MEDIUM	100	1	0.3791284171230963	Isolate
857	SPMP13_bin.25	UMGS1293		2291277.0	129.0	31278.0	171767.0	86.97	3.16	MEDIUM	False	MEDIUM	137	3	0.4993508683867347	Uncultivated
858	SPMP13_bin.27	UBA1191	UBA1191 sp900549125	1552418.0	84.0	30733.0	78229.0	60.48	0.75	MEDIUM	False	MEDIUM	32	5	0.3762524576163503	Uncultivated
859	SPMP13_bin.30	Olsenella_B	Olsenella_B sp000752675	2319919.0	25.0	177638.0	376686.0	89.31	0.0	MEDIUM	False	MEDIUM	167	3	0.2599154375094912	Isolate
860	SPMP13_bin.31	CAG-170	CAG-170 sp000432135	2457024.0	32.0	132751.0	370405.0	89.93	0.0	MEDIUM	False	MEDIUM	134	0	0.3798143662132781	Uncultivated
861	SPMP13_bin.34	Anaerobutyricum	Anaerobutyricum hallii_A	2088202.0	29.0	165563.0	301033.0	71.76	8.39	MEDIUM	True	MEDIUM	16	31	0.1702223043078323	Isolate
862	SPMP13_bin.35	Megasphaera	Megasphaera sp000417505	2151259.0	77.0	49720.0	145096.0	92.13	0.0	HIGH	False	MEDIUM	220	20	0.1479262946143244	Isolate
863	SPMP13_bin.36	Enorma	Enorma massiliensis	1985720.0	148.0	22074.0	76606.0	64.08	2.58	MEDIUM	False	MEDIUM	58	4	0.4449338762080239	Isolate
864	SPMP13_bin.37	Ruminococcus_E	Ruminococcus_E bromii_B	1067279.0	8.0	306417.0	421851.0	53.45	0.0	MEDIUM	False	MEDIUM	94	34	0.1644215675939217	Isolate
865	SPMP13_bin.4	Lachnospira	Lachnospira eligens_B	2814258.0	28.0	249998.0	491503.0	95.81	0.0	HIGH	False	MEDIUM	29	5	0.175189417314805	Isolate
866	SPMP13_bin.41	Collinsella	Collinsella aerofaciens_G	2207175.0	13.0	215012.0	435989.0	97.1	5.65	MEDIUM	True	MEDIUM	0	21	0.1765180079749027	Isolate
867	SPMP13_bin.46	Anaerostipes	Anaerostipes hadrus	2870677.0	19.0	419448.0	673948.0	99.11	2.01	HIGH	True	HIGH	154	6	0.1192813655758414	Isolate
868	SPMP13_bin.5	Bifidobacterium	Bifidobacterium longum	2223067.0	7.0	796646.0	841324.0	96.97	0.0	HIGH	False	MEDIUM	284	17	0.1087967663306009	Isolate
869	SPMP13_bin.50	UMGS1375	UMGS1375 sp900066615	2412823.0	149.0	28855.0	140269.0	58.49	2.37	MEDIUM	False	MEDIUM	104	25	0.1938288509306126	Uncultivated
870	SPMP13_bin.53	ER4	ER4 sp900317525	1797766.0	70.0	51844.0	116362.0	82.81	0.8	MEDIUM	False	MEDIUM	174	4	0.3017161286310852	Uncultivated
871	SPMP13_bin.54	Firm-11	Firm-11 sp900540045	1540433.0	22.0	104063.0	251717.0	52.42	0.27	MEDIUM	False	MEDIUM	186	3	0.4064816143526959	Uncultivated
872	SPMP13_bin.56	Sellimonas	Sellimonas intestinalis	2216324.0	128.0	25396.0	86556.0	53.58	4.39	MEDIUM	False	MEDIUM	348	14	0.2482675806535837	Isolate
873	SPMP13_bin.58	SFEL01	SFEL01 sp004557245	1804172.0	51.0	47802.0	232940.0	84.62	0.93	MEDIUM	False	MEDIUM	227	3	0.3788995581203058	Uncultivated
874	SPMP13_bin.59	Ruminococcus_D	Ruminococcus_D bicirculans	2738533.0	10.0	467120.0	504522.0	96.58	0.0	HIGH	True	HIGH	291	9	0.1627371149051345	Isolate
875	SPMP13_bin.62	Escherichia	Escherichia coli	3933541.0	28.0	368441.0	558429.0	84.07	1.37	MEDIUM	True	MEDIUM	236	30	0.1634564307699803	Isolate
876	SPMP13_bin.63	Bacteroides	Bacteroides uniformis	3743698.0	139.0	40162.0	104044.0	68.1	1.72	MEDIUM	True	MEDIUM	250	44	0.1355976557922948	Isolate
877	SPMP13_bin.65	Erysipelatoclostridium	Erysipelatoclostridium sp000752095	2268991.0	64.0	70974.0	213642.0	73.07	0.0	MEDIUM	False	MEDIUM	30	24	0.1664877193204375	Isolate
878	SPMP13_bin.66	SFFH01	SFFH01 sp900542395	2248385.0	164.0	21807.0	71894.0	51.09	0.0	MEDIUM	False	MEDIUM	44	3	0.4454417918837006	Uncultivated
879	SPMP13_bin.67	Faecalibacterium	Faecalibacterium prausnitzii_C	2418711.0	45.0	102369.0	321007.0	95.5	4.76	HIGH	True	HIGH	54	6	0.1567804031247532	Isolate
880	SPMP13_bin.68	KLE1615	KLE1615 sp900066985	3468851.0	47.0	143575.0	279080.0	97.21	4.78	HIGH	True	HIGH	10	7	0.1392487524998692	Uncultivated
881	SPMP13_bin.71	CAG-83	CAG-83 sp001916855	1954764.0	34.0	138694.0	263868.0	89.04	1.34	MEDIUM	False	MEDIUM	300	5	0.4069581387258727	Uncultivated
882	SPMP13_bin.78	Ruminococcus_H	Ruminococcus_H sp003531055	1510922.0	9.0	308818.0	661934.0	71.81	0.0	MEDIUM	False	MEDIUM	71	21	0.2070099934839761	Uncultivated
883	SPMP13_bin.8	Gemmiger	Gemmiger qucibialis	2162173.0	13.0	208020.0	339204.0	71.43	1.36	MEDIUM	False	MEDIUM	207	31	0.1541784874644362	Uncultivated
884	SPMP13_bin.81	Cloacibacillus	Cloacibacillus porcorum	3244770.0	104.0	51842.0	199133.0	79.55	3.45	MEDIUM	False	MEDIUM	223	0	0.7071067811865475	Isolate
885	SPMP13_bin.89	Clostridium_A	Clostridium_A leptum	2089959.0	15.0	236156.0	381385.0	59.73	0.67	MEDIUM	True	MEDIUM	540	4	0.2893296507149226	Isolate
886	SPMP13_bin.91	Bacteroides	Bacteroides fragilis	4953253.0	24.0	333116.0	981591.0	97.92	0.56	HIGH	True	HIGH	271	0	0.5781114741806915	Isolate
887	SPMP13_bin.94	Turicibacter	Turicibacter sp001543345	1880406.0	81.0	41673.0	114153.0	55.65	0.0	MEDIUM	False	MEDIUM	527	0		Isolate
888	SPMP13_bin.95	Senegalimassilia	Senegalimassilia anaerobia	2068079.0	26.0	147395.0	405375.0	95.97	0.0	HIGH	False	MEDIUM	140	9	0.2043967976584746	Isolate
889	SPMP13_bin.96	Ruminococcus_C	Ruminococcus_C sp000437175	1825311.0	79.0	41718.0	184165.0	70.2	0.67	MEDIUM	False	MEDIUM	192	2	0.44774844114406	Uncultivated
890	SPMP13_bin.97	Merdibacter	Merdibacter sp900543035	2148968.0	104.0	34343.0	77389.0	74.12	0.94	MEDIUM	False	MEDIUM	122	1	0.5766272190667181	Uncultivated
891	SPMP14_bin.101	Blautia_A	Blautia_A sp900066335	2311542.0	15.0	647085.0	704469.0	68.42	6.67	MEDIUM	True	MEDIUM	606	2	0.2890328625317118	Uncultivated
892	SPMP14_bin.103	Bacteroides	Bacteroides uniformis	3215602.0	148.0	32786.0	182105.0	65.56	1.18	MEDIUM	False	MEDIUM	250	48	0.1353327803138658	Isolate
893	SPMP14_bin.12	Senegalimassilia	Senegalimassilia anaerobia	2126264.0	12.0	456872.0	865102.0	98.79	1.21	HIGH	True	HIGH	140	1	0.2058741741783344	Isolate
894	SPMP14_bin.13	Holdemanella	Holdemanella biformis	2449125.0	8.0	1393480.0	1393480.0	97.17	2.46	HIGH	False	MEDIUM	75	1	0.3024945410274609	Isolate
895	SPMP14_bin.14	Ruminococcus_A	Ruminococcus_A sp003011855	2372240.0	56.0	78921.0	235521.0	71.32	3.16	MEDIUM	False	MEDIUM	314	16	0.1667453663959346	Isolate
896	SPMP14_bin.16	Bifidobacterium	Bifidobacterium longum	2083471.0	3.0	1289124.0	1289124.0	98.1	0.31	HIGH	False	MEDIUM	284	3	0.1088921827264708	Isolate
897	SPMP14_bin.17	Dorea	Dorea longicatena	2850449.0	11.0	779063.0	828857.0	98.68	0.83	HIGH	True	HIGH	79	2	0.1650703906854801	Isolate
898	SPMP14_bin.18	Megamonas	Megamonas funiformis	2385738.0	8.0	1896833.0	1896833.0	94.3	1.27	HIGH	True	HIGH	131	11	0.1588400631847736	Isolate
899	SPMP14_bin.2	Bifidobacterium	Bifidobacterium bifidum	2108286.0	1.0	2108285.0	2108285.0	98.39	0.0	HIGH	True	HIGH	263	2	0.1603815829406009	Isolate
900	SPMP14_bin.20	Blautia_A	Blautia_A sp900066165	3352109.0	40.0	160781.0	370640.0	85.13	3.16	MEDIUM	True	MEDIUM	35	14	0.1378657244602354	Uncultivated
901	SPMP14_bin.22	Bilophila	Bilophila wadsworthia	3164343.0	238.0	20260.0	98421.0	71.83	0.2	MEDIUM	True	MEDIUM	242	18	0.1887430777515028	Isolate
902	SPMP14_bin.28	Blautia_A	Blautia_A massiliensis	2317753.0	58.0	92559.0	257329.0	72.01	1.74	MEDIUM	False	MEDIUM	50	27	0.1429770077687691	Isolate
903	SPMP14_bin.3	Bifidobacterium	Bifidobacterium adolescentis	2055816.0	5.0	1121295.0	1121295.0	95.77	3.86	HIGH	True	HIGH	280	16	0.1254984253410705	Isolate
904	SPMP14_bin.32	Prevotella	Prevotella copri	3406213.0	9.0	807171.0	976607.0	97.64	1.01	HIGH	True	HIGH	566	13	0.2130999943902578	Isolate
905	SPMP14_bin.33	Lachnospira	Lachnospira sp000436475	3021680.0	91.0	51241.0	173970.0	89.32	1.01	MEDIUM	False	MEDIUM	203	0	0.5777445224105061	Uncultivated
906	SPMP14_bin.35	CAG-83	CAG-83 sp000431575	1573455.0	120.0	20342.0	68687.0	63.88	0.67	MEDIUM	False	MEDIUM	107	13	0.2421026462326437	Uncultivated
907	SPMP14_bin.36	Bariatricus	Bariatricus comes	2678996.0	18.0	237807.0	350950.0	90.64	1.17	HIGH	True	HIGH	282	2	0.2782962078216565	Isolate
908	SPMP14_bin.37	CAG-81	CAG-81 sp900066785	2309111.0	173.0	20863.0	61031.0	55.13	2.8	MEDIUM	False	MEDIUM	1	2	0.5751847977458249	Uncultivated
909	SPMP14_bin.39	Roseburia	Roseburia hominis	2951064.0	59.0	81859.0	190450.0	87.09	0.48	MEDIUM	False	MEDIUM	106	7	0.2095159734481622	Isolate
910	SPMP14_bin.43	Dorea		4955451.0	348.0	23630.0	135858.0	63.85	7.11	MEDIUM	False	MEDIUM	643	0		Novel
911	SPMP14_bin.44	Agathobaculum	Agathobaculum butyriciproducens	2470200.0	11.0	346032.0	666393.0	94.97	0.0	HIGH	True	HIGH	22	31	0.1281113732816367	Isolate
912	SPMP14_bin.48	Alistipes	Alistipes putredinis	1822644.0	9.0	359696.0	476630.0	60.34	0.0	MEDIUM	False	MEDIUM	452	37	0.1569759231607457	Isolate
913	SPMP14_bin.50	Megasphaera_B	Megasphaera_B sp003467125	2736141.0	46.0	93848.0	331564.0	92.93	2.4	HIGH	True	HIGH	103	3	0.2777372154483331	Uncultivated
914	SPMP14_bin.59	Enterocloster	Enterocloster sp900541315	2787562.0	118.0	46392.0	132228.0	70.11	0.0	MEDIUM	False	MEDIUM	460	6	0.3328607517173936	Uncultivated
915	SPMP14_bin.61	Agathobacter	Agathobacter rectalis	2498813.0	16.0	198888.0	797019.0	91.55	0.97	HIGH	False	MEDIUM	101	38	0.1289500356631894	Isolate
916	SPMP14_bin.62	Anaerobutyricum	Anaerobutyricum hallii_A	2054185.0	7.0	414943.0	804396.0	59.82	1.34	MEDIUM	True	MEDIUM	16	20	0.171225523781235	Isolate
917	SPMP14_bin.66	Parabacteroides	Parabacteroides merdae	3881568.0	150.0	46681.0	102625.0	80.48	0.38	MEDIUM	True	MEDIUM	258	21	0.2030158405668629	Isolate
918	SPMP14_bin.67	CAG-1427	CAG-1427 sp000435675	1547148.0	71.0	36901.0	126286.0	82.34	0.92	MEDIUM	False	MEDIUM	168	2	0.3024952270809599	Uncultivated
919	SPMP14_bin.70	Ruminococcus_C	Ruminococcus_C sp000980705	2190271.0	52.0	105048.0	425332.0	82.42	0.0	MEDIUM	True	MEDIUM	276	6	0.3160365723711041	Uncultivated
920	SPMP14_bin.72	Alistipes	Alistipes shahii	2792910.0	100.0	49590.0	182893.0	89.13	0.24	MEDIUM	False	MEDIUM	123	5	0.224655284049362	Isolate
921	SPMP14_bin.75	Eggerthella		3478909.0	304.0	20076.0	92904.0	72.52	7.72	MEDIUM	False	MEDIUM	160	2	0.5000669586236086	Novel
922	SPMP14_bin.76	Ligilactobacillus	Ligilactobacillus ruminis	1854843.0	4.0	1811729.0	1811729.0	93.02	0.0	HIGH	True	HIGH	646	12	0.193136314304648	Isolate
923	SPMP14_bin.78	Olsenella_E	Olsenella_E sp003609875	1847259.0	80.0	41059.0	119128.0	88.71	0.0	MEDIUM	False	MEDIUM	111	0	0.2595161706503723	Uncultivated
924	SPMP14_bin.81	Megasphaera	Megasphaera sp000417505	1461406.0	128.0	17077.0	50902.0	50.11	0.0	MEDIUM	False	MEDIUM	220	40	0.1463136996198081	Isolate
925	SPMP14_bin.82	Phascolarctobacterium	Phascolarctobacterium faecium	2101243.0	5.0	1582823.0	1582823.0	80.42	1.5	MEDIUM	True	MEDIUM	265	11	0.223784159887559	Isolate
926	SPMP14_bin.83	Parabacteroides	Parabacteroides distasonis	4109807.0	107.0	76239.0	220441.0	75.47	0.48	MEDIUM	False	MEDIUM	102	40	0.1411849649509987	Isolate
927	SPMP14_bin.84	Mediterraneibacter	Mediterraneibacter faecis	2391904.0	16.0	224476.0	405799.0	88.47	2.39	MEDIUM	True	MEDIUM	48	0	0.2517468368962109	Isolate
928	SPMP14_bin.85	Sutterella	Sutterella wadsworthensis_A	2239147.0	62.0	65762.0	282233.0	90.48	0.62	HIGH	False	MEDIUM	200	1	0.3791013133516179	Isolate
929	SPMP14_bin.89	Anaerotignum	Anaerotignum sp000436415	1979187.0	41.0	63926.0	198707.0	87.18	0.0	MEDIUM	False	MEDIUM	590	0	0.3031383904508627	Uncultivated
930	SPMP14_bin.9	Anaerostipes	Anaerostipes hadrus	1680522.0	7.0	965963.0	965963.0	51.01	0.0	MEDIUM	False	MEDIUM	154	67	0.1173560086211806	Isolate
931	SPMP14_bin.90	Fusicatenibacter	Fusicatenibacter saccharivorans	3367848.0	11.0	778858.0	973730.0	97.68	3.8	HIGH	True	HIGH	506	14	0.1116154695890931	Isolate
932	SPMP14_bin.93	Dialister	Dialister sp900343095	1090318.0	1.0	1090317.0	1090317.0	75.0	0.02	MEDIUM	False	MEDIUM	609	3	0.1898582349236138	Isolate
933	SPMP14_bin.95	KLE1615	KLE1615 sp900066985	3480866.0	43.0	137279.0	594671.0	89.83	2.53	MEDIUM	False	MEDIUM	10	26	0.1388933816919107	Uncultivated
934	SPMP14_bin.97	Acidaminococcus	Acidaminococcus intestini	1930242.0	76.0	46354.0	179263.0	75.33	0.0	MEDIUM	False	MEDIUM	321	29	0.1760514424539496	Isolate
935	SPMP15_bin.1	Ruminococcus_A	Ruminococcus_A sp000432335	2896546.0	4.0	850809.0	1337183.0	92.99	0.63	HIGH	True	HIGH	526	1	0.5774985931616855	Uncultivated
